2019-04-14 12:50:35.387 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 13:04:49.204 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.204 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.205 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.205 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.206 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.206 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.207 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.207 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.208 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.208 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.209 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.209 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.210 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.210 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.210 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.211 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.211 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.212 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.212 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.213 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.213 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.214 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.214 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.215 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.215 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.216 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.216 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.216 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.217 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.217 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.218 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.218 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.219 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.219 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.220 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.221 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.222 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.223 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.243 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.243 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.244 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.249 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.249 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.250 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.255 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.256 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.256 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.261 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.262 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.262 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.268 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.269 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.270 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.274 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.276 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.277 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.279 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.280 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.281 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.286 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.288 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.289 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.292 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.292 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.293 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.298 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.299 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.299 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.304 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.305 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.306 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.310 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.310 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.311 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.316 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.316 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.317 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.322 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.322 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.323 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.327 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.328 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.329 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.334 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.335 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.342 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.343 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.344 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.345 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.345 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.346 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.346 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.347 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.347 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.348 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.348 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.349 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.349 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.350 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.350 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.351 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.351 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
